nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Trp,80.0,18.0,0,3,0.47156200198483833,-21.67970640653449,0.5717695293525527,0.07201588148091204,9.999999994123364,1.1324985347474197,9.999999994123364,1.1324985347474197
PA,guesthost_Trp,80.0,18.0,1,0,0.7733788941148156,-2958.2624467560854,0.6115555185514924,0.007504628090017813,0.019573635838890616,0.00023829916438935603,0.019573635838890616,0.00023829916438935603
PA,guesthost_Trp,80.0,18.0,1,2,0.9558874033195395,-6681.194281912411,0.7073422403552535,0.0038446809375445247,0.040788924332862776,0.00018976964853254332,0.040788924332862776,0.00018976964853254332
PA,guesthost_Trp,80.0,18.0,1,3,0.9881436752599098,-953.9126854766159,0.995089219333102,0.010249276205750222,0.04014824787507886,0.0003027544421275297,0.04014824787507886,0.0003027544421275297
PA,guesthost_Trp,80.0,18.0,2,0,0.9467051425523053,-4228.766853266766,0.8405023389252527,0.006669100714693018,0.00941938476170427,5.901792446020279e-05,0.00941938476170427,5.901792446020279e-05
PA,guesthost_Trp,80.0,18.0,2,1,0.974054276217712,-5503.728762401385,1.0999999999973666,0.007311486054932464,0.012186779632190448,5.528096694460113e-05,0.012186779632190448,5.528096694460113e-05
PA,guesthost_Trp,80.0,18.0,2,3,0.8714535338899312,-4269.3536090542475,1.069061706828824,0.012735672951817848,0.005483850417824106,4.630357176935359e-05,0.005483850417824106,4.630357176935359e-05
PA,guesthost_Trp,80.0,18.0,0,1,0.18337940936502728,-544.2229129580099,0.3857964742865739,0.0068599755480414325,3.4313852024149103,0.1426972956304549,3.4313852024149103,0.1426972956304549
PA,guesthost_Trp,80.0,18.0,0,2,0.24181357260787095,-276.350267111405,0.3942350074978542,0.011132915645103615,2.2645015486961966,0.13092388194746243,2.2645015486961966,0.13092388194746243
PA,guesthost_Trp,80.0,18.0,0,3,0.47156200198483833,-21.67970640653449,0.5717695293525527,0.07201588148091204,9.999999994123364,1.1324985347474197,9.999999994123364,1.1324985347474197
PA,guesthost_Trp,80.0,18.0,1,0,0.7733788941148156,-2958.2624467560854,0.6115555185514924,0.007504628090017813,0.019573635838890616,0.00023829916438935603,0.019573635838890616,0.00023829916438935603
PA,guesthost_Trp,80.0,18.0,1,2,0.9558874033195395,-6681.194281912411,0.7073422403552535,0.0038446809375445247,0.040788924332862776,0.00018976964853254332,0.040788924332862776,0.00018976964853254332
PA,guesthost_Trp,80.0,18.0,1,3,0.9881436752599098,-953.9126854766159,0.995089219333102,0.010249276205750222,0.04014824787507886,0.0003027544421275297,0.04014824787507886,0.0003027544421275297
PA,guesthost_Trp,80.0,18.0,2,0,0.9467051425523053,-4228.766853266766,0.8405023389252527,0.006669100714693018,0.00941938476170427,5.901792446020279e-05,0.00941938476170427,5.901792446020279e-05
PA,guesthost_Trp,80.0,18.0,2,1,0.974054276217712,-5503.728762401385,1.0999999999973666,0.007311486054932464,0.012186779632190448,5.528096694460113e-05,0.012186779632190448,5.528096694460113e-05
PA,guesthost_Trp,80.0,18.0,2,3,0.8714535338899312,-4269.3536090542475,1.069061706828824,0.012735672951817848,0.005483850417824106,4.630357176935359e-05,0.005483850417824106,4.630357176935359e-05
