nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Trp,70.0,18.0,1,3,0.973186599866872,-182.21317772798673,0.9034078430556723,0.0267105229421299,0.05439437016661018,0.0013169916668110892,0.05439437016661018,0.0013169916668110892
PA,guesthost_Trp,70.0,18.0,2,0,0.9692136888869288,-995.436728084625,1.0862540735194213,0.016532167540354584,0.006865998451983724,7.299961039469639e-05,0.006865998451983724,7.299961039469639e-05
PA,guesthost_Trp,70.0,18.0,2,1,0.933833473279653,-459.1555330065156,1.0999999999999999,0.0374186295195294,0.009775974159996152,0.00023502423734355048,0.009775974159996152,0.00023502423734355048
PA,guesthost_Trp,70.0,18.0,2,3,0.8792555651418434,-659.7632040639313,1.0999999999999999,0.040651422794169084,0.004119042238276587,0.00010769590489848671,0.004119042238276587,0.00010769590489848671
PA,guesthost_Trp,70.0,18.0,0,1,0.4095695688276849,-217.26982850909283,0.430313408216645,0.016748014115932804,0.8129935728392164,0.04955549095906341,0.8129935728392164,0.04955549095906341
PA,guesthost_Trp,70.0,18.0,0,2,0.8176393896714638,-430.1911480921286,0.6084995890568853,0.018302979241235383,0.14624928323872244,0.004412608167191083,0.14624928323872244,0.004412608167191083
PA,guesthost_Trp,70.0,18.0,0,3,0.7139146167121049,-48.009569093478255,0.5332648982595918,0.046290862140572944,0.5896982795629622,0.06498267724554954,0.5896982795629622,0.06498267724554954
PA,guesthost_Trp,70.0,18.0,1,0,0.7288217777128829,-437.73626995521846,0.5503987364643486,0.017023928046193397,0.03810248985232377,0.0012892245867358958,0.03810248985232377,0.0012892245867358958
PA,guesthost_Trp,70.0,18.0,1,2,0.9451690518522279,-642.3317120246063,0.7147271602403604,0.013288437689209287,0.05037986749760957,0.0008256355887821869,0.05037986749760957,0.0008256355887821869
PA,guesthost_Trp,70.0,18.0,1,3,0.973186599866872,-182.21317772798673,0.9034078430556723,0.0267105229421299,0.05439437016661018,0.0013169916668110892,0.05439437016661018,0.0013169916668110892
PA,guesthost_Trp,70.0,18.0,2,0,0.9692136888869288,-995.436728084625,1.0862540735194213,0.016532167540354584,0.006865998451983724,7.299961039469639e-05,0.006865998451983724,7.299961039469639e-05
PA,guesthost_Trp,70.0,18.0,2,1,0.933833473279653,-459.1555330065156,1.0999999999999999,0.0374186295195294,0.009775974159996152,0.00023502423734355048,0.009775974159996152,0.00023502423734355048
PA,guesthost_Trp,70.0,18.0,2,3,0.8792555651418434,-659.7632040639313,1.0999999999999999,0.040651422794169084,0.004119042238276587,0.00010769590489848671,0.004119042238276587,0.00010769590489848671
PA,guesthost_Trp,70.0,18.0,0,1,0.4095695688276849,-217.26982850909283,0.430313408216645,0.016748014115932804,0.8129935728392164,0.04955549095906341,0.8129935728392164,0.04955549095906341
PA,guesthost_Trp,70.0,18.0,0,2,0.8176393896714638,-430.1911480921286,0.6084995890568853,0.018302979241235383,0.14624928323872244,0.004412608167191083,0.14624928323872244,0.004412608167191083
PA,guesthost_Trp,70.0,18.0,0,3,0.7139146167121049,-48.009569093478255,0.5332648982595918,0.046290862140572944,0.5896982795629622,0.06498267724554954,0.5896982795629622,0.06498267724554954
PA,guesthost_Trp,70.0,18.0,1,0,0.7288217777128829,-437.73626995521846,0.5503987364643486,0.017023928046193397,0.03810248985232377,0.0012892245867358958,0.03810248985232377,0.0012892245867358958
PA,guesthost_Trp,70.0,18.0,1,2,0.9451690518522279,-642.3317120246063,0.7147271602403604,0.013288437689209287,0.05037986749760957,0.0008256355887821869,0.05037986749760957,0.0008256355887821869
PA,guesthost_Trp,70.0,18.0,1,3,0.973186599866872,-182.21317772798673,0.9034078430556723,0.0267105229421299,0.05439437016661018,0.0013169916668110892,0.05439437016661018,0.0013169916668110892
PA,guesthost_Trp,70.0,18.0,2,0,0.9692136888869288,-995.436728084625,1.0862540735194213,0.016532167540354584,0.006865998451983724,7.299961039469639e-05,0.006865998451983724,7.299961039469639e-05
PA,guesthost_Trp,70.0,18.0,2,1,0.933833473279653,-459.1555330065156,1.0999999999999999,0.0374186295195294,0.009775974159996152,0.00023502423734355048,0.009775974159996152,0.00023502423734355048
PA,guesthost_Trp,70.0,18.0,2,3,0.8792555651418434,-659.7632040639313,1.0999999999999999,0.040651422794169084,0.004119042238276587,0.00010769590489848671,0.004119042238276587,0.00010769590489848671
