nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,tau_mean,tau_mean_err
PA,guesthost_Trp,70.0,90.0,1,0,0.9891730460233595,-3241.960200268043,0.9999999999999999,0.00822664866551356,0.009829199419655718,0.00010851393934012653,0.08004488910731886,0.0024316237785372116,0.0765020326337395,0.0014714931922673539,0.015952796138307884,7.818299754072787e-05
PA,guesthost_Trp,70.0,90.0,1,2,0.9932771091042712,-1469.8508265083626,0.6819220790000423,0.015553498291277834,0.006242162827585499,0.00024850151822140355,0.3970393158996277,0.006202948237463664,0.06366027060147836,0.0006174079774265774,0.029532298942440034,0.0001676845830031447
PA,guesthost_Trp,70.0,90.0,1,3,0.9810762541330793,-223.2860192230826,0.9999999999999736,1.3699938336224071,0.0636421962119595,0.034772677985944106,0.07333271573475308,1.4000292230936426,0.12056029797431929,0.679932567787036,0.07248321027220571,0.0031135947385597723
PA,guesthost_Trp,70.0,90.0,2,0,0.9739105014232715,-643.6261467921317,0.999999999996054,3.5452876139046303,0.0009793828181277617,0.0014530855660961374,0.9326882505291197,0.045768668090231585,0.007403177150410733,0.00016910537439117246,0.007884239162897638,0.002165802481477296
PA,guesthost_Trp,70.0,90.0,2,1,0.9763703535028329,-860.1068730126132,0.9999999999999668,0.3970599624758719,0.006816738824991108,0.001141580571876238,0.4116592411224242,0.42524667859212345,0.010944601821859619,0.0019453382548266437,0.011322185305364713,0.00013441356256388155
PA,guesthost_Trp,70.0,90.0,2,3,0.7667556828255229,-148.94568525739732,0.9999999999999999,2.315327168337585,0.0012660126888308163,0.004771136127896945,0.9999999999892438,2.64267763352176,0.0026502262702085963,0.0015518746451907068,0.003916238959010906,0.0028134668673788746
PA,guesthost_Trp,70.0,90.0,0,1,0.978899107056982,-3123.416467146599,0.8016011267273839,0.00855453896308719,0.04108406511266152,0.0007222004054160528,0.12794319368165877,0.0024312047282200188,0.6964164427285147,0.010609807628555476,0.12203477669995685,0.0010796166810381823
PA,guesthost_Trp,70.0,90.0,0,2,0.9887946917883281,-478.1614545884436,0.9121666983664452,0.02086364751156574,0.024437731514131575,0.0008830605734802516,0.13284179746588648,0.006639882467551609,0.3073962990922824,0.012509070354422527,0.06312636177659106,0.0010145208724471623
PA,guesthost_Trp,70.0,90.0,1,0,0.9891730460233595,-3241.960200268043,0.9999999999999999,0.00822664866551356,0.009829199419655718,0.00010851393934012653,0.08004488910731886,0.0024316237785372116,0.0765020326337395,0.0014714931922673539,0.015952796138307884,7.818299754072787e-05
PA,guesthost_Trp,70.0,90.0,1,2,0.9932771091042712,-1469.8508265083626,0.6819220790000423,0.015553498291277834,0.006242162827585499,0.00024850151822140355,0.3970393158996277,0.006202948237463664,0.06366027060147836,0.0006174079774265774,0.029532298942440034,0.0001676845830031447
PA,guesthost_Trp,70.0,90.0,1,3,0.9810762541330793,-223.2860192230826,0.9999999999999736,1.3699938336224071,0.0636421962119595,0.034772677985944106,0.07333271573475308,1.4000292230936426,0.12056029797431929,0.679932567787036,0.07248321027220571,0.0031135947385597723
PA,guesthost_Trp,70.0,90.0,2,0,0.9739105014232715,-643.6261467921317,0.999999999996054,3.5452876139046303,0.0009793828181277617,0.0014530855660961374,0.9326882505291197,0.045768668090231585,0.007403177150410733,0.00016910537439117246,0.007884239162897638,0.002165802481477296
PA,guesthost_Trp,70.0,90.0,2,1,0.9763703535028329,-860.1068730126132,0.9999999999999668,0.3970599624758719,0.006816738824991108,0.001141580571876238,0.4116592411224242,0.42524667859212345,0.010944601821859619,0.0019453382548266437,0.011322185305364713,0.00013441356256388155
PA,guesthost_Trp,70.0,90.0,2,3,0.7667556828255229,-148.94568525739732,0.9999999999999999,2.315327168337585,0.0012660126888308163,0.004771136127896945,0.9999999999892438,2.64267763352176,0.0026502262702085963,0.0015518746451907068,0.003916238959010906,0.0028134668673788746
PA,guesthost_Trp,70.0,90.0,0,1,0.978899107056982,-3123.416467146599,0.8016011267273839,0.00855453896308719,0.04108406511266152,0.0007222004054160528,0.12794319368165877,0.0024312047282200188,0.6964164427285147,0.010609807628555476,0.12203477669995685,0.0010796166810381823
PA,guesthost_Trp,70.0,90.0,0,2,0.9887946917883281,-478.1614545884436,0.9121666983664452,0.02086364751156574,0.024437731514131575,0.0008830605734802516,0.13284179746588648,0.006639882467551609,0.3073962990922824,0.012509070354422527,0.06312636177659106,0.0010145208724471623
PA,guesthost_Trp,70.0,90.0,1,0,0.9891730460233595,-3241.960200268043,0.9999999999999999,0.00822664866551356,0.009829199419655718,0.00010851393934012653,0.08004488910731886,0.0024316237785372116,0.0765020326337395,0.0014714931922673539,0.015952796138307884,7.818299754072787e-05
PA,guesthost_Trp,70.0,90.0,1,2,0.9932771091042712,-1469.8508265083626,0.6819220790000423,0.015553498291277834,0.006242162827585499,0.00024850151822140355,0.3970393158996277,0.006202948237463664,0.06366027060147836,0.0006174079774265774,0.029532298942440034,0.0001676845830031447
PA,guesthost_Trp,70.0,90.0,1,3,0.9810762541330793,-223.2860192230826,0.9999999999999736,1.3699938336224071,0.0636421962119595,0.034772677985944106,0.07333271573475308,1.4000292230936426,0.12056029797431929,0.679932567787036,0.07248321027220571,0.0031135947385597723
PA,guesthost_Trp,70.0,90.0,2,0,0.9739105014232715,-643.6261467921317,0.999999999996054,3.5452876139046303,0.0009793828181277617,0.0014530855660961374,0.9326882505291197,0.045768668090231585,0.007403177150410733,0.00016910537439117246,0.007884239162897638,0.002165802481477296
PA,guesthost_Trp,70.0,90.0,2,1,0.9763703535028329,-860.1068730126132,0.9999999999999668,0.3970599624758719,0.006816738824991108,0.001141580571876238,0.4116592411224242,0.42524667859212345,0.010944601821859619,0.0019453382548266437,0.011322185305364713,0.00013441356256388155
PA,guesthost_Trp,70.0,90.0,2,3,0.7667556828255229,-148.94568525739732,0.9999999999999999,2.315327168337585,0.0012660126888308163,0.004771136127896945,0.9999999999892438,2.64267763352176,0.0026502262702085963,0.0015518746451907068,0.003916238959010906,0.0028134668673788746
