nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Trp,80.0,53.0,1,0,0.877214882503949,-430.6234444460441,0.7774048565344027,0.02383338812528956,0.012295698747272049,0.0003260972020083276,0.012295698747272049,0.0003260972020083276
PA,guesthost_Trp,80.0,53.0,1,2,0.9687860902710848,-566.431638392632,0.793951446239689,0.013527009626749475,0.026567538182652457,0.00037819269207436165,0.026567538182652457,0.00037819269207436165
PA,guesthost_Trp,80.0,53.0,1,3,0.9700548134694993,-105.62134958531337,1.0999999999999996,0.052337382840826764,0.03485684271612197,0.0012525936080202216,0.03485684271612197,0.0012525936080202216
PA,guesthost_Trp,80.0,53.0,2,0,0.9527842321580161,-333.60470146714476,1.0999999999999968,0.033587960946284134,0.005738850440081431,0.0001247789669770658,0.005738850440081431,0.0001247789669770658
PA,guesthost_Trp,80.0,53.0,2,1,0.9261073807016794,-314.6397596052675,1.0999999999999992,0.04806502241671576,0.009908241077018671,0.00030919950003383136,0.009908241077018671,0.00030919950003383136
PA,guesthost_Trp,80.0,53.0,2,3,0.9219074417988471,-320.9971266919498,1.0999999999999999,0.04474831618593672,0.004125444601007101,0.00011982762929061105,0.004125444601007101,0.00011982762929061105
PA,guesthost_Trp,80.0,53.0,0,1,0.9198207435151137,-648.3925383658043,0.7913319524844636,0.01755463037946576,0.048861719831129094,0.0009105660087043409,0.048861719831129094,0.0009105660087043409
PA,guesthost_Trp,80.0,53.0,0,2,0.808941962317415,-148.6390042021883,0.6582959382255361,0.034695833653436835,0.07381423780544702,0.003914033678688525,0.07381423780544702,0.003914033678688525
PA,guesthost_Trp,80.0,53.0,1,0,0.877214882503949,-430.6234444460441,0.7774048565344027,0.02383338812528956,0.012295698747272049,0.0003260972020083276,0.012295698747272049,0.0003260972020083276
PA,guesthost_Trp,80.0,53.0,1,2,0.9687860902710848,-566.431638392632,0.793951446239689,0.013527009626749475,0.026567538182652457,0.00037819269207436165,0.026567538182652457,0.00037819269207436165
PA,guesthost_Trp,80.0,53.0,1,3,0.9700548134694993,-105.62134958531337,1.0999999999999996,0.052337382840826764,0.03485684271612197,0.0012525936080202216,0.03485684271612197,0.0012525936080202216
PA,guesthost_Trp,80.0,53.0,2,0,0.9527842321580161,-333.60470146714476,1.0999999999999968,0.033587960946284134,0.005738850440081431,0.0001247789669770658,0.005738850440081431,0.0001247789669770658
PA,guesthost_Trp,80.0,53.0,2,1,0.9261073807016794,-314.6397596052675,1.0999999999999992,0.04806502241671576,0.009908241077018671,0.00030919950003383136,0.009908241077018671,0.00030919950003383136
PA,guesthost_Trp,80.0,53.0,2,3,0.9219074417988471,-320.9971266919498,1.0999999999999999,0.04474831618593672,0.004125444601007101,0.00011982762929061105,0.004125444601007101,0.00011982762929061105
