nanopore_name,peptide_name,voltage,peptide_conc,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,A3,A3_err,tau3,tau3_err,tau_mean,tau_mean_err
PA,guesthost_Trp,50.0,53.0,2,0,0.9708176640249722,-324.11019136166726,0.9687994348972971,2368505.3454162437,0.009015207435659655,21889.64775771824,0.624433661640546,2870253.582708129,0.009014753221513813,29767.09144936833,0.22769026608193974,3318271.8611818193,0.009018416937731828,11505.175054833764,0.016416448984234795,0.007793917297831565
PA,guesthost_Trp,50.0,53.0,2,1,0.986188007053846,-685.9317348523784,0.9627621950031123,1197279.5932154541,0.010690913686810431,195661.01809298,0.4985361411039942,2279746.6344046122,0.010691041539148004,771987.3309913644,0.13156835998929237,2075961.4150391568,0.010691164472126747,1493433.5409252427,0.017029297096985283,0.013979750342586939
PA,guesthost_Trp,50.0,53.0,0,1,0.997039397219957,-2555.640184568826,0.6072529241163774,0.037443489985727677,0.012082260190821316,0.0006503742895657089,0.336568110674158,0.03948454384803647,0.03543318422884966,0.0023103534271639733,0.07575482187092054,0.001942978222254875,0.35952777489664844,0.005653973140916071,0.04649863024682847,0.00022436396105876032
PA,guesthost_Trp,50.0,53.0,0,2,0.990557631192562,-394.1041850364506,0.7516657630646563,0.12574187179882051,0.03171870390323367,0.0037485170244963358,0.8475677798568109,0.12927724949361055,0.008329574501166595,0.00208604763154383,0.0367137805745238,0.01128870643928179,0.4511983479797341,0.1678140930240729,0.04746693988326729,0.0024116271311131958
PA,guesthost_Trp,50.0,53.0,1,0,0.9922729339642427,-2093.657830728814,0.7845960049667552,0.022039717311670953,0.00561162085184094,0.0002648899450153329,0.3076109603572943,630741.5864588523,0.02670892204104666,9.420838961077322,0.05537498617116804,630741.5854434216,0.026718065532606368,52.49535868912774,0.014098324970285448,
PA,guesthost_Trp,50.0,53.0,1,2,0.9748087450328818,-610.0453941300922,0.5044428195785928,2290481.2017813907,0.010784262545478705,11.38628346037994,0.9370038142911205,0.1078565002903726,0.0024897504890235207,0.0005798959700003237,0.02787950798146476,2290481.2001952277,0.010783825919161636,204.73603543872585,0.008073597271149306,4.46639491050522e-05
PA,guesthost_Trp,50.0,53.0,2,0,0.9708176640249722,-324.11019136166726,0.9687994348972971,2368505.3454162437,0.009015207435659655,21889.64775771824,0.624433661640546,2870253.582708129,0.009014753221513813,29767.09144936833,0.22769026608193974,3318271.8611818193,0.009018416937731828,11505.175054833764,0.016416448984234795,0.007793917297831565
PA,guesthost_Trp,50.0,53.0,2,1,0.986188007053846,-685.9317348523784,0.9627621950031123,1197279.5932154541,0.010690913686810431,195661.01809298,0.4985361411039942,2279746.6344046122,0.010691041539148004,771987.3309913644,0.13156835998929237,2075961.4150391568,0.010691164472126747,1493433.5409252427,0.017029297096985283,0.013979750342586939
PA,guesthost_Trp,50.0,53.0,0,1,0.997039397219957,-2555.640184568826,0.6072529241163774,0.037443489985727677,0.012082260190821316,0.0006503742895657089,0.336568110674158,0.03948454384803647,0.03543318422884966,0.0023103534271639733,0.07575482187092054,0.001942978222254875,0.35952777489664844,0.005653973140916071,0.04649863024682847,0.00022436396105876032
PA,guesthost_Trp,50.0,53.0,0,2,0.990557631192562,-394.1041850364506,0.7516657630646563,0.12574187179882051,0.03171870390323367,0.0037485170244963358,0.8475677798568109,0.12927724949361055,0.008329574501166595,0.00208604763154383,0.0367137805745238,0.01128870643928179,0.4511983479797341,0.1678140930240729,0.04746693988326729,0.0024116271311131958
PA,guesthost_Trp,50.0,53.0,1,0,0.9922729339642427,-2093.657830728814,0.7845960049667552,0.022039717311670953,0.00561162085184094,0.0002648899450153329,0.3076109603572943,630741.5864588523,0.02670892204104666,9.420838961077322,0.05537498617116804,630741.5854434216,0.026718065532606368,52.49535868912774,0.014098324970285448,
PA,guesthost_Trp,50.0,53.0,1,2,0.9748087450328818,-610.0453941300922,0.5044428195785928,2290481.2017813907,0.010784262545478705,11.38628346037994,0.9370038142911205,0.1078565002903726,0.0024897504890235207,0.0005798959700003237,0.02787950798146476,2290481.2001952277,0.010783825919161636,204.73603543872585,0.008073597271149306,4.46639491050522e-05
PA,guesthost_Trp,50.0,53.0,2,0,0.9708176640249722,-324.11019136166726,0.9687994348972971,2368505.3454162437,0.009015207435659655,21889.64775771824,0.624433661640546,2870253.582708129,0.009014753221513813,29767.09144936833,0.22769026608193974,3318271.8611818193,0.009018416937731828,11505.175054833764,0.016416448984234795,0.007793917297831565
PA,guesthost_Trp,50.0,53.0,2,1,0.986188007053846,-685.9317348523784,0.9627621950031123,1197279.5932154541,0.010690913686810431,195661.01809298,0.4985361411039942,2279746.6344046122,0.010691041539148004,771987.3309913644,0.13156835998929237,2075961.4150391568,0.010691164472126747,1493433.5409252427,0.017029297096985283,0.013979750342586939
