nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,A3,A3_err,tau3,tau3_err,tau_mean,tau_mean_err
PA,guesthost_TrpDL,2,1,0.99523623499385,-9710.267926352315,0.8161720382412723,0.017142681855531312,0.013913339503799652,0.00012979862766673844,0.34881296074046875,0.013761127107486788,0.004641874763775825,0.00028606013340173983,0.0008864535636545478,0.0003927070243404509,0.253044894990088,0.21409209056452233,0.013199137290226638,0.00011211213090168703
PA,guesthost_TrpDL,2,3,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,0,1,0.9969813069251233,-106272.64448577879,0.683194000092863,0.0011365166338265888,0.017399045798372977,5.684112655763241e-05,0.26602681587524185,0.001042872697044812,0.10799801312294124,0.00040454069368479266,0.03261274532551131,0.00014038559614446876,0.9999999999999999,0.002624310878304864,0.07323003657424931,6.168663721263383e-05
PA,guesthost_TrpDL,0,2,0.9682514433293913,-1191.8860408913065,0.8852215056652325,0.2041028072237542,0.0022440412170289985,0.000557090890251467,0.2707238066964364,0.028076968195075304,0.04221622950738447,0.007142897479183789,0.25069035176815935,0.006961677514389373,0.9999999999999999,0.017049405331424825,0.2641057636696821,0.004389486656265506
PA,guesthost_TrpDL,0,3,0.9103520015480328,-215.0888803062858,0.9999999892024506,2.5286775682562794,0.0015483176717847535,0.003109385154643127,0.27567292047502717,0.2581957064663973,0.015607860473137216,0.01572942299306178,0.3692459184955862,0.023729869983918794,0.9999999999999999,0.041267462813371035,0.37509690062964934,0.01760571651308901
PA,guesthost_TrpDL,1,0,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,1,2,0.9800847127271535,-7144.968141629298,0.6870924970460212,0.07201664256460813,0.0067080036980651115,0.000293864005826485,0.7663917132609667,0.04716059141774794,0.0024324462735909047,0.0002684825773581217,0.03257599115781233,0.0013323720475848322,0.09427351970755664,0.0024921295065146428,0.0095442790225393,6.76033373207508e-05
PA,guesthost_TrpDL,1,3,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,2,0,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,2,1,0.99523623499385,-9710.267926352315,0.8161720382412723,0.017142681855531312,0.013913339503799652,0.00012979862766673844,0.34881296074046875,0.013761127107486788,0.004641874763775825,0.00028606013340173983,0.0008864535636545478,0.0003927070243404509,0.253044894990088,0.21409209056452233,0.013199137290226638,0.00011211213090168703
PA,guesthost_TrpDL,2,3,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,0,1,0.9969813069251233,-106272.64448577879,0.683194000092863,0.0011365166338265888,0.017399045798372977,5.684112655763241e-05,0.26602681587524185,0.001042872697044812,0.10799801312294124,0.00040454069368479266,0.03261274532551131,0.00014038559614446876,0.9999999999999999,0.002624310878304864,0.07323003657424931,6.168663721263383e-05
PA,guesthost_TrpDL,0,2,0.9682514433293913,-1191.8860408913065,0.8852215056652325,0.2041028072237542,0.0022440412170289985,0.000557090890251467,0.2707238066964364,0.028076968195075304,0.04221622950738447,0.007142897479183789,0.25069035176815935,0.006961677514389373,0.9999999999999999,0.017049405331424825,0.2641057636696821,0.004389486656265506
PA,guesthost_TrpDL,0,3,0.9103520015480328,-215.0888803062858,0.9999999892024506,2.5286775682562794,0.0015483176717847535,0.003109385154643127,0.27567292047502717,0.2581957064663973,0.015607860473137216,0.01572942299306178,0.3692459184955862,0.023729869983918794,0.9999999999999999,0.041267462813371035,0.37509690062964934,0.01760571651308901
PA,guesthost_TrpDL,1,0,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,1,2,0.9800847127271535,-7144.968141629298,0.6870924970460212,0.07201664256460813,0.0067080036980651115,0.000293864005826485,0.7663917132609667,0.04716059141774794,0.0024324462735909047,0.0002684825773581217,0.03257599115781233,0.0013323720475848322,0.09427351970755664,0.0024921295065146428,0.0095442790225393,6.76033373207508e-05
PA,guesthost_TrpDL,1,3,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,2,0,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,2,1,0.99523623499385,-9710.267926352315,0.8161720382412723,0.017142681855531312,0.013913339503799652,0.00012979862766673844,0.34881296074046875,0.013761127107486788,0.004641874763775825,0.00028606013340173983,0.0008864535636545478,0.0003927070243404509,0.253044894990088,0.21409209056452233,0.013199137290226638,0.00011211213090168703
PA,guesthost_TrpDL,2,3,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,0,1,0.9969813069251233,-106272.64448577879,0.683194000092863,0.0011365166338265888,0.017399045798372977,5.684112655763241e-05,0.26602681587524185,0.001042872697044812,0.10799801312294124,0.00040454069368479266,0.03261274532551131,0.00014038559614446876,0.9999999999999999,0.002624310878304864,0.07323003657424931,6.168663721263383e-05
PA,guesthost_TrpDL,0,2,0.9682514433293913,-1191.8860408913065,0.8852215056652325,0.2041028072237542,0.0022440412170289985,0.000557090890251467,0.2707238066964364,0.028076968195075304,0.04221622950738447,0.007142897479183789,0.25069035176815935,0.006961677514389373,0.9999999999999999,0.017049405331424825,0.2641057636696821,0.004389486656265506
PA,guesthost_TrpDL,0,3,0.9103520015480328,-215.0888803062858,0.9999999892024506,2.5286775682562794,0.0015483176717847535,0.003109385154643127,0.27567292047502717,0.2581957064663973,0.015607860473137216,0.01572942299306178,0.3692459184955862,0.023729869983918794,0.9999999999999999,0.041267462813371035,0.37509690062964934,0.01760571651308901
PA,guesthost_TrpDL,1,0,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,1,2,0.9800847127271535,-7144.968141629298,0.6870924970460212,0.07201664256460813,0.0067080036980651115,0.000293864005826485,0.7663917132609667,0.04716059141774794,0.0024324462735909047,0.0002684825773581217,0.03257599115781233,0.0013323720475848322,0.09427351970755664,0.0024921295065146428,0.0095442790225393,6.76033373207508e-05
PA,guesthost_TrpDL,1,3,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,2,0,,,,,,,,,,,,,,,,
PA,guesthost_TrpDL,2,1,0.99523623499385,-9710.267926352315,0.8161720382412723,0.017142681855531312,0.013913339503799652,0.00012979862766673844,0.34881296074046875,0.013761127107486788,0.004641874763775825,0.00028606013340173983,0.0008864535636545478,0.0003927070243404509,0.253044894990088,0.21409209056452233,0.013199137290226638,0.00011211213090168703
PA,guesthost_TrpDL,2,3,,,,,,,,,,,,,,,,
