nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A1,A1_err,tau1,tau1_err,A2,A2_err,tau2,tau2_err,tau_mean,tau_mean_err
PA,guesthost_Leu,0,2,0.9912408423552008,-1164.2907167077658,0.9459832011968762,0.011684460156273236,0.008992083399167404,0.00019392316807903458,0.11174893569602076,0.007998595106093253,0.0466715351538012,0.0018184402485517544,0.01372185422011037,9.099091256054995e-05
PA,guesthost_Leu,0,3,0.9926672728530108,-1045.5395744202428,0.9999999999999999,0.0131913813134734,0.009906476556386448,0.00020040480545870998,0.11318676667736065,0.004837833807904371,0.08810643999180408,0.002488135167514662,0.01987895962251165,0.00015679399233686704
PA,guesthost_Leu,1,0,0.5335327632224125,-174.85989763983068,0.9999999999999999,6.958045323256278,0.0012818497765448337,0.007343312005863059,0.9999999999999999,10.66121343295291,0.002020563060552398,0.00306713710525699,0.003302412837097231,0.0025676902552296717
PA,guesthost_Leu,1,2,0.9022123261280405,-787.6710324221515,0.999999959615261,0.14356542474950318,0.0019776023704273222,0.0005822964478496379,0.5251963480877946,0.2103367160371512,0.004693744068164541,0.00048248595065587406,0.004442739534021132,0.00018759214720405796
PA,guesthost_Leu,1,3,0.9473784151929799,-764.540741058068,0.9999999999999999,0.12431752606769719,0.003089333040842282,0.0005045525959965909,0.3557507751996891,0.17224513252498955,0.006700779605571719,0.0008207938527126141,0.005473140579966687,9.902123766645627e-05
PA,guesthost_Leu,2,0,0.3152298114466665,-67.98284405005384,0.9999990116238969,1.9617353677980653,0.0014928911804453283,0.008755049917644602,0.4998637980374583,4.799826746386054,0.0029461116193708163,0.00533511118935259,0.002965544248408344,0.0037190492075506562
PA,guesthost_Leu,2,1,0.9759751659758248,-1173.8743383331914,0.351654955885426,0.09255940376411621,0.0021503358809970056,0.0010631108405734595,0.9999999999999871,0.10118029699486462,0.0058666186818430765,0.00018050026676077105,0.006622794951213852,0.00012174503319050641
PA,guesthost_Leu,2,3,0.9027817075088034,-1067.760383743188,0.9999999746228108,0.09412476438150294,0.002336493975086561,0.00037889643212952404,0.4269439233231302,0.11734332463995592,0.005883003062877934,0.0004286211684112413,0.004848206324380008,0.00012650819854269292
PA,guesthost_Leu,0,1,0.9928347532997974,-1550.0300989575487,0.9887637878253627,0.010067499326158842,0.009269237897650717,0.00015385791630673212,0.11431784878879739,0.00575713920426018,0.04947842845167159,0.0013631683307666694,0.014821354275981047,7.855702823490913e-05
PA,guesthost_Leu,0,2,0.9912408423552008,-1164.2907167077658,0.9459832011968762,0.011684460156273236,0.008992083399167404,0.00019392316807903458,0.11174893569602076,0.007998595106093253,0.0466715351538012,0.0018184402485517544,0.01372185422011037,9.099091256054995e-05
PA,guesthost_Leu,0,3,0.9926672728530108,-1045.5395744202428,0.9999999999999999,0.0131913813134734,0.009906476556386448,0.00020040480545870998,0.11318676667736065,0.004837833807904371,0.08810643999180408,0.002488135167514662,0.01987895962251165,0.00015679399233686704
PA,guesthost_Leu,1,0,0.5335327632224125,-174.85989763983068,0.9999999999999999,6.958045323256278,0.0012818497765448337,0.007343312005863059,0.9999999999999999,10.66121343295291,0.002020563060552398,0.00306713710525699,0.003302412837097231,0.0025676902552296717
PA,guesthost_Leu,1,2,0.9022123261280405,-787.6710324221515,0.999999959615261,0.14356542474950318,0.0019776023704273222,0.0005822964478496379,0.5251963480877946,0.2103367160371512,0.004693744068164541,0.00048248595065587406,0.004442739534021132,0.00018759214720405796
PA,guesthost_Leu,1,3,0.9473784151929799,-764.540741058068,0.9999999999999999,0.12431752606769719,0.003089333040842282,0.0005045525959965909,0.3557507751996891,0.17224513252498955,0.006700779605571719,0.0008207938527126141,0.005473140579966687,9.902123766645627e-05
PA,guesthost_Leu,2,0,0.3152298114466665,-67.98284405005384,0.9999990116238969,1.9617353677980653,0.0014928911804453283,0.008755049917644602,0.4998637980374583,4.799826746386054,0.0029461116193708163,0.00533511118935259,0.002965544248408344,0.0037190492075506562
PA,guesthost_Leu,2,1,0.9759751659758248,-1173.8743383331914,0.351654955885426,0.09255940376411621,0.0021503358809970056,0.0010631108405734595,0.9999999999999871,0.10118029699486462,0.0058666186818430765,0.00018050026676077105,0.006622794951213852,0.00012174503319050641
PA,guesthost_Leu,2,3,0.9027817075088034,-1067.760383743188,0.9999999746228108,0.09412476438150294,0.002336493975086561,0.00037889643212952404,0.4269439233231302,0.11734332463995592,0.005883003062877934,0.0004286211684112413,0.004848206324380008,0.00012650819854269292
PA,guesthost_Leu,0,1,0.9928347532997974,-1550.0300989575487,0.9887637878253627,0.010067499326158842,0.009269237897650717,0.00015385791630673212,0.11431784878879739,0.00575713920426018,0.04947842845167159,0.0013631683307666694,0.014821354275981047,7.855702823490913e-05
PA,guesthost_Leu,0,2,0.9912408423552008,-1164.2907167077658,0.9459832011968762,0.011684460156273236,0.008992083399167404,0.00019392316807903458,0.11174893569602076,0.007998595106093253,0.0466715351538012,0.0018184402485517544,0.01372185422011037,9.099091256054995e-05
PA,guesthost_Leu,0,3,0.9926672728530108,-1045.5395744202428,0.9999999999999999,0.0131913813134734,0.009906476556386448,0.00020040480545870998,0.11318676667736065,0.004837833807904371,0.08810643999180408,0.002488135167514662,0.01987895962251165,0.00015679399233686704
PA,guesthost_Leu,1,0,0.5335327632224125,-174.85989763983068,0.9999999999999999,6.958045323256278,0.0012818497765448337,0.007343312005863059,0.9999999999999999,10.66121343295291,0.002020563060552398,0.00306713710525699,0.003302412837097231,0.0025676902552296717
PA,guesthost_Leu,1,2,0.9022123261280405,-787.6710324221515,0.999999959615261,0.14356542474950318,0.0019776023704273222,0.0005822964478496379,0.5251963480877946,0.2103367160371512,0.004693744068164541,0.00048248595065587406,0.004442739534021132,0.00018759214720405796
PA,guesthost_Leu,1,3,0.9473784151929799,-764.540741058068,0.9999999999999999,0.12431752606769719,0.003089333040842282,0.0005045525959965909,0.3557507751996891,0.17224513252498955,0.006700779605571719,0.0008207938527126141,0.005473140579966687,9.902123766645627e-05
PA,guesthost_Leu,2,0,0.3152298114466665,-67.98284405005384,0.9999990116238969,1.9617353677980653,0.0014928911804453283,0.008755049917644602,0.4998637980374583,4.799826746386054,0.0029461116193708163,0.00533511118935259,0.002965544248408344,0.0037190492075506562
PA,guesthost_Leu,2,1,0.9759751659758248,-1173.8743383331914,0.351654955885426,0.09255940376411621,0.0021503358809970056,0.0010631108405734595,0.9999999999999871,0.10118029699486462,0.0058666186818430765,0.00018050026676077105,0.006622794951213852,0.00012174503319050641
PA,guesthost_Leu,2,3,0.9027817075088034,-1067.760383743188,0.9999999746228108,0.09412476438150294,0.002336493975086561,0.00037889643212952404,0.4269439233231302,0.11734332463995592,0.005883003062877934,0.0004286211684112413,0.004848206324380008,0.00012650819854269292
