nanopore_name,peptide_name,from_state,to_state,r_squared,bic,A,A_err,tau,tau_err,tau_mean,tau_mean_err
PA,guesthost_Tyr,1,2,0.8328012450092901,-45124.356380155106,1.0820118639766594,0.004312450984838808,0.0038233456824093882,1.0790653411135823e-05,0.0038233456824093882,1.0790653411135823e-05
PA,guesthost_Tyr,1,3,0.9680278093052229,-8401.792545202092,1.0209874576972597,0.005310434201520725,0.0070120291427419245,2.5840750985462862e-05,0.0070120291427419245,2.5840750985462862e-05
PA,guesthost_Tyr,2,0,0.8319448930192496,-7503.541760855547,0.7486977734094632,0.005988085060060915,0.007286481966416002,5.058695383588756e-05,0.007286481966416002,5.058695383588756e-05
PA,guesthost_Tyr,2,1,0.9934495404675115,-119836.66294880545,1.0415898225461875,0.0007891036673148738,0.011395123319622044,5.994933221641616e-06,0.011395123319622044,5.994933221641616e-06
PA,guesthost_Tyr,2,3,0.7040741877241941,-5504.171074142619,0.7073357281274002,0.0072485644380473205,0.006697089023269727,6.474523424066e-05,0.006697089023269727,6.474523424066e-05
PA,guesthost_Tyr,0,1,0.4755718997741458,-6177.56681449978,0.44647069063475203,0.0034328922915127604,0.17488923922879412,0.0018822596644684658,0.17488923922879412,0.0018822596644684658
PA,guesthost_Tyr,0,2,0.5097036610415984,-2497.3901556868313,0.44834591156039894,0.0054996035044261255,0.14859213934849633,0.0024747240751104064,0.14859213934849633,0.0024747240751104064
PA,guesthost_Tyr,0,3,0.3777086543042327,-186.56606999688574,0.4161832219552417,0.016913610769996222,0.2785024872768465,0.018660121870192163,0.2785024872768465,0.018660121870192163
PA,guesthost_Tyr,1,0,0.7771561900148368,-12195.262420788931,0.9958336447309211,0.007866902339581098,0.003756780823907036,2.2350868212862624e-05,0.003756780823907036,2.2350868212862624e-05
PA,guesthost_Tyr,1,2,0.8328012450092901,-45124.356380155106,1.0820118639766594,0.004312450984838808,0.0038233456824093882,1.0790653411135823e-05,0.0038233456824093882,1.0790653411135823e-05
PA,guesthost_Tyr,1,3,0.9680278093052229,-8401.792545202092,1.0209874576972597,0.005310434201520725,0.0070120291427419245,2.5840750985462862e-05,0.0070120291427419245,2.5840750985462862e-05
PA,guesthost_Tyr,2,0,0.8319448930192496,-7503.541760855547,0.7486977734094632,0.005988085060060915,0.007286481966416002,5.058695383588756e-05,0.007286481966416002,5.058695383588756e-05
PA,guesthost_Tyr,2,1,0.9934495404675115,-119836.66294880545,1.0415898225461875,0.0007891036673148738,0.011395123319622044,5.994933221641616e-06,0.011395123319622044,5.994933221641616e-06
PA,guesthost_Tyr,2,3,0.7040741877241941,-5504.171074142619,0.7073357281274002,0.0072485644380473205,0.006697089023269727,6.474523424066e-05,0.006697089023269727,6.474523424066e-05
PA,guesthost_Tyr,0,1,0.4755718997741458,-6177.56681449978,0.44647069063475203,0.0034328922915127604,0.17488923922879412,0.0018822596644684658,0.17488923922879412,0.0018822596644684658
PA,guesthost_Tyr,0,2,0.5097036610415984,-2497.3901556868313,0.44834591156039894,0.0054996035044261255,0.14859213934849633,0.0024747240751104064,0.14859213934849633,0.0024747240751104064
PA,guesthost_Tyr,0,3,0.3777086543042327,-186.56606999688574,0.4161832219552417,0.016913610769996222,0.2785024872768465,0.018660121870192163,0.2785024872768465,0.018660121870192163
PA,guesthost_Tyr,1,0,0.7771561900148368,-12195.262420788931,0.9958336447309211,0.007866902339581098,0.003756780823907036,2.2350868212862624e-05,0.003756780823907036,2.2350868212862624e-05
PA,guesthost_Tyr,1,2,0.8328012450092901,-45124.356380155106,1.0820118639766594,0.004312450984838808,0.0038233456824093882,1.0790653411135823e-05,0.0038233456824093882,1.0790653411135823e-05
PA,guesthost_Tyr,1,3,0.9680278093052229,-8401.792545202092,1.0209874576972597,0.005310434201520725,0.0070120291427419245,2.5840750985462862e-05,0.0070120291427419245,2.5840750985462862e-05
PA,guesthost_Tyr,2,0,0.8319448930192496,-7503.541760855547,0.7486977734094632,0.005988085060060915,0.007286481966416002,5.058695383588756e-05,0.007286481966416002,5.058695383588756e-05
PA,guesthost_Tyr,2,1,0.9934495404675115,-119836.66294880545,1.0415898225461875,0.0007891036673148738,0.011395123319622044,5.994933221641616e-06,0.011395123319622044,5.994933221641616e-06
PA,guesthost_Tyr,2,3,0.7040741877241941,-5504.171074142619,0.7073357281274002,0.0072485644380473205,0.006697089023269727,6.474523424066e-05,0.006697089023269727,6.474523424066e-05
